BGC0001001,*=C1C=CCN1
BGC0001001,*=C1C=CCN1
BGC0001060,*=C1c2ccccc2C(=*)c2c1ccc1c2NC2C#CC=CC#CC3C=CCC24OC134
BGC0001040,*=C1CCC=CCC(=*)CC(CCC2CCCCC2)OC(=*)C2CCCCN2C(=*)C(=*)C2CCCC(CCC=CC=CC=CCCC1)O2
BGC0001104,*=C1CCCCC=CC=CCCCCCCCNC(=*)COC(=*)CCCCCCC1
BGC0001025,*=C1CCCCC=CC=CCCCCCCCNC(=*)COC(=*)CCCCCCC1
BGC0000245,*=C1CC2OCC3=C(C(=*)c4ccc(C5CCCCO5)cc4C3=*)C2O1
BGC0000245,*=C1CC2OCC3=C(C(=*)c4ccc(C5CCCCO5)cc4C3=*)C2O1
BGC0000812,*=C1C2C=CCC1c1ccc(=*)[nH]c1C2
BGC0000613,*=C1NCc2nc(cs2)C(=*)NC(Cc2ccccc2)c2nc(cs2)C(=*)NC(Cc2ccccc2)C(=*)NC(CC2CO2)c2nc(cs2)-c2nc(cs2)-c2nc(-c3nccs3)ccc2-c2nc1cs2
BGC0000180,*=c1oc(C=CC=Cc2ccccc2)cc2ccccc12
BGC0000936,*=c1cccc2[nH]c3ccccc3nc1-2
BGC0001798,*=C1C=C2C(OC3CCCCO3)CC3C=CC4C(=*)CC(=*)N4C(=C1)C23
BGC0001798,*=C1C=C2C(OC3CCCCO3)CC3C=CC4C=CC(=*)N4C(=C1)C23
BGC0001798,*=C1C=C2C(OC3CCCCO3)CC3C=CC4C(=*)CC(=*)N4C(=C1)C23
BGC0001798,*=C1C=C2OC3C=CC(=*)NC24C(=C1)C(OC1CCCCO1)CC4C=C3
BGC0001717,*=C1C2CC3c4ccccc4N4CCC34N2C(=*)C2=Cc3c([nH]c4ccccc34)CC=CN12
BGC0000970,c1ccccc1
BGC0001734,*=C(CNC(=*)c1cnc2[nH]c(=*)[nH]c(=*)c2n1)Nc1ccccc1
BGC0000184,*=C1C=CC=CC=CC2OC3CC(C=CCC4CCCC(CCC=CCCC=CCC5C=CC(CO5)O1)O4)OC2C3
BGC0001479,*=C1CCCCCNC(=*)C(Cc2ccccc2)NC(=*)CNC(=*)C(CCc2ccccc2)NC(=*)CN1
BGC0001479,*=C1CNC(=*)C(NC(=*)NCCc2ccccc2)CCCCNC(=*)C(Cc2ccccc2)NC(=*)CNC(=*)C(CCc2ccccc2)N1
BGC0001479,*=C1CCCCCNC(=*)C(Cc2ccccc2)NC(=*)CNC(=*)C(CCc2ccccc2)NC(=*)CN1
BGC0001479,*=C1CNC(=*)C(CCc2ccccc2)NC(=*)CNC(=*)C(NC(=*)NCCc2ccccc2)CCCCNC(=*)C(CCc2ccccc2)N1
BGC0000358,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000358,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000358,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000358,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000358,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000358,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0001152,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000186,*=C(C=CC=CC=CC=CC=CC1CCC(=*)O1)C=CC=CC=CCNC(=*)CCC=CCCCc1ccccc1
BGC0000186,c1ccccc1
BGC0001017,*=C1CCNC(=*)CNC(=*)CNC(=*)C(=*)NC(=*)CCCNC(=*)CC(C=CC=CCCCc2ccccc2)NC(=*)CN1
BGC0001015,*=C1CCNC(=*)CNC(=*)CNC(=*)C(=*)NC(=*)CCCNC(=*)CC(C=CC=CCCCc2ccccc2)NC(=*)CN1
BGC0001015,c1ccccc1
BGC0001137,*=C(NCCc1c[nH]c2ccccc12)c1cc2c(cn1)[nH]c1ccccc12
BGC0001137,*=C(NCCc1ccccc1)c1cc2c(cn1)[nH]c1ccccc12
BGC0001137,*=C(NCCc1ccccc1)c1cc2c(cn1)[nH]c1ccccc12
BGC0001137,*=C(NCCc1ccccc1)c1cc2c(cn1)[nH]c1ccccc12
BGC0001521,c1ccccc1
BGC0000712,C1CCC(OC2COC(OC3CCCCC3OC3CCCCO3)C2)OC1
BGC0000377,*=C1CN=CCNC(=*)C(Cc2ccccc2)NC(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CNC(=*)CN1
BGC0000160,*=C1C=CC(=*)C2OC12
BGC0000326,*=C(NC1Cc2c[nH]c3cc(ccc23)-c2cc3cc(c2)C(NC(=*)C(c2ccccc2)NC1=*)C(=*)NC(c1ccccc1)C(=*)NC(C(=*)NCc1ccccc1)Cc1ccc(cc1)O3)C(=*)c1ccccc1
BGC0000457,*=C1CCOC(=*)CCCCNC(=*)CCOC(=*)CCCCNC(=*)CCOC(=*)CCCCN1
BGC0001242,*=C1C=CC(=*)c2cc3c(cc21)CCOC3
BGC0001628,*=C(CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)Cc1ccccc1)NCCc1ccccc1
BGC0001628,*=C(CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)Cc1ccccc1)NCCc1ccccc1
BGC0001300,*=C1C=CC2C(C=CC3CC=CCC32)CC=CC=CCOC(=*)C1
BGC0001006,*=c1ccc2[nH]ccc3cnc1c32
BGC0001006,*=c1ccc2[nH]ccc3cnc1c32
BGC0001006,*=c1ccc2[nH]ccc3cnc1c32
BGC0001006,*=c1ccc2[nH]ccc3cnc1c32
BGC0001126,c1cc2c3c4c([nH]c3c1)CC1OC1C1CCCC(C2)C41
BGC0001126,C1=CC2CCCC3Cc4cccc5[nH]c(c(c45)C23)C1
BGC0001126,c1cc2c3c(c1)N=C1CC4OC4C4CCCC(C2)C4C13
BGC0001126,c1cc2c3c(c[nH]c3c1)C1CCCCC1C2
BGC0001126,C1=CC2CCCC3Cc4cccc5[nH]c(c(c45)C23)C1
BGC0001075,*=c1cc[nH]c2ccccc12
BGC0000663,C1=CC2C(CCC3C4CCCC4CCC23)C2CCCCC12
BGC0000690,C1CCC(OC2OCCC2OC2CCCCO2)CC1
BGC0000072,*=C1CCCC(=*)OCCC=CC(OC2CCCO2)C1
BGC0001131,*=C1CNC(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CN1
BGC0000298,*=C(CCc1ccccc1)NCC(=*)N1CCC2CCCCC21
BGC0000298,*=C(CCc1ccccc1)NCC(=*)N1CCC2CCCCC21
BGC0000298,*=C(CCc1ccccc1)NCC(=*)N1CCC2CCCCC21
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0000986,C(=Cc1ccc[nH]1)C1=NCCO1
BGC0001061,*=C(OC1CCC(OC2CCC(OC3C(=*)C=CC4C(=*)c5cc6c(cc5CC43)C(=*)C=CC6=*)OC2)OC1)c1ccccc1
BGC0000389,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000023,*=C1C=COC1
BGC0001035,*=C1CCCCNC(=*)C2CCCN2C(=*)CNC(=*)C(CCc2ccccc2)NC(=*)C2CCCN2C(=*)CN1
BGC0001035,*=C1CCCCNC(=*)C2CCCN2C(=*)CNC(=*)C(CCc2ccccc2)NC(=*)C2CCCN2C(=*)CN1
BGC0001770,*=C1C=CC=CC=CC=CC=CCCNC(=*)C=CC=CC=CC=CCCC1
BGC0001159,*=C(c1ccccc1)c1[nH]ccc1-n1cccc1C(=*)c1ccccc1
BGC0001159,*=C(c1ccccc1)c1[nH]ccc1-n1cccc1C(=*)c1ccccc1
BGC0001159,*=C(c1ccccc1)c1[nH]ccc1-n1cccc1C(=*)c1ccccc1
BGC0001159,*=C(c1ccccc1)c1[nH]ccc1-n1cccc1C(=*)c1ccccc1
BGC0001159,*=C(c1ccccc1)c1[nH]ccc1-n1cccc1C(=*)c1ccccc1
BGC0001484,c1ncc2ncn(C3CCCO3)c2n1
BGC0002456,*=C1CN2CCCCCCCCC3OC3C3C(C=C1C(=*)O2)C1CCCCC1C1OC13
BGC0002456,*=C1CN2CCCCCCCCC3OC3C3C=CC4CCCCC4C3C=C1C(=*)O2
BGC0001214,*=C1CNC(=*)C2CCCNN2C(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CCOC(=*)CN1
BGC0001214,*=C1CNC(=*)C2CCCNN2C(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CCOC(=*)CN1
BGC0001214,*=C1CNC(=*)C2CCCNN2C(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CCOC(=*)CN1
BGC0001214,*=C1CNC(=*)C2CCCNN2C(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CCOC(=*)CN1
BGC0001214,*=C1CNC(=*)C2CCCNN2C(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CCOC(=*)CN1
BGC0001214,*=C1CNC(=*)C2CCCNN2C(=*)CNC(=*)C(Cc2ccccc2)NC(=*)CCOC(=*)CN1
BGC0002506,*=C1C(=*)c2ccccc2-c2ccccc21
BGC0002506,*=C1C(=*)C2C=CC=CC2c2ccccc21
BGC0001288,*=C1OC23CCC=CC2CC=CCC2C=CC4CCCCC4C2C=C1C3=*
BGC0002743,*=C1NCc2occc(=*)c21
BGC0002743,*=C1NCc2occc(=*)c21
BGC0002743,*=C1NCc2occc(=*)c21
BGC0002743,*=C1C=CC2=C(C(=*)NC2=*)C1=*
BGC0002743,*=C1C=CC2=C(C(=*)NC2=*)C1=*
BGC0002743,*=C1C=CC2=C(C(=*)NC2=*)C1=*
BGC0002743,*=C1CNC(=*)C1=*
BGC0002743,*=C1CNC(=*)C1=*
BGC0002743,*=C1NCc2occc(=*)c21
BGC0002743,*=C1NCc2occc(=*)c21
BGC0000896,*=C1CCON1
BGC0000094,*=C1C=CCCOC(=*)CC(OC2CCCCO2)CCC1
BGC0000898,*=C1C=CCCOC(=*)CC(OC2CCCCO2)CCC1
BGC0000898,*=C1C=CCCOC(=*)CC(OC2CCCCO2)CCC1
BGC0000898,*=C1C=CCCOC(=*)CC(=*)CC(OC2CCCCO2)CCC1
BGC0000898,*=C1C=CCCOC(=*)CC(=*)CC(OC2CCCCO2)CCC1
BGC0002523,*=C1C=CCCCCCCCCC=CCCC=CCCC=CC(OC2CCCCO2)CCCCCCCCCCCCCCCC=CCC(CC2CCCO2)O1
BGC0002523,*=C1C=CCCCCCCCCC=CCCC=CCCC=CC(OC2CCCCO2)CCCCCCCCCCCCCCCC=CCCO1
BGC0002523,*=C1C=CC=CCCCCCCC=CCCC=CCCC=CC(OC2CCCCO2)CCCCCCCCCCCCCCCC=CCCO1
BGC0000466,*=C1C=C2N(C(=*)c3cc4ccccc4[nH]3)CC3CC23c2cc(C(=*)N3CCc4c3ccc3[nH]ccc43)[nH]c21
BGC0002554,*=C1C=Cc2[nH]c3ccccc3c2C1=*
BGC0002554,*=C1C=Cc2[nH]c3ccccc3c2C1=*
BGC0001151,*=C1CC2OCCN12
BGC0000950,*=C1CCN(C2CCC(=CNC(=*)C(CNC(=*)C3Cc4ccccc4CN3)NC(=*)CNC(=*)NCCc3ccccc3)O2)C(=*)N1
BGC0000950,*=C1CCN(C2CCC(=CNC(=*)C(CNC(=*)C3Cc4ccccc4CN3)NC(=*)CNC(=*)NCCc3ccccc3)O2)C(=*)N1
BGC0000950,*=C(CCc1ccccc1)NCC(NC(=*)CNC(=*)NCCc1ccccc1)C(=*)NC=C1CCC(n2ccc(=*)[nH]c2=*)O1
BGC0000950,*=C(CCc1ccccc1)NCC(NC(=*)CNC(=*)NCCc1ccccc1)C(=*)NC=C1CCC(N2CCC(=*)NC2=*)O1
BGC0000950,*=C(CNC(=*)NCCc1ccccc1)NC(CNC(=*)C1Cc2ccccc2CN1)C(=*)NC=C1CCC(n2ccc(=*)[nH]c2=*)O1
BGC0000950,*=C(CNC(=*)NCCc1ccccc1)NC(CNC(=*)C1Cc2ccccc2CN1)C(=*)NC=C1CCC(n2ccc(=*)[nH]c2=*)O1
BGC0001303,*=C1C=CC=CC=CCCCCCCC=CC=CC=CC=CC=CCCN1
BGC0001303,*=C1C=CC=CC=CCCCCCCC=CC=CC=CC=CC=CCCN1
BGC0001303,*=C1C=CC=CC=CCCCCCCC=CC=CC=CC=CC=CCCN1
BGC0001303,*=C1C=CC=CC=CCCCCCCC=CC=CC=CC=CC=CCCN1
BGC0001303,*=C1C=CC=CC=CCCCCCCC=CC=CC=CC=CC=CCCN1
BGC0001285,*=C1C=CCCO1
BGC0001285,*=C1C=COC1
BGC0001429,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0001429,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0001429,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0001023,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0001439,*=C1C=CC(=*)c2cc3c(cc21)CC1C(OC2CCC(OC4CCC(OC5CCC(OC6CCCCO6)CO5)CO4)CO2)C(=*)C=CC1(OC1CCC(OC2CCCCO2)CO1)C3=*
BGC0001439,*=C1C=CC(=*)c2cc3c(cc21)CC1C(OC2CCC(OC4CCC(OC5CCC(OC6CCCCO6)CO5)CO4)CO2)C(=*)C=CC1(OC1CCC(OC2CCCCO2)CO1)C3=*
BGC0001439,*=C1C=CC(=*)c2cc3c(cc21)CC1C(OC2CCC(OC4CCC(OC5CCC(OC6CCCCO6)CO5)CO4)CO2)C(=*)C=CC1(OC1CCC(OC2CCCCO2)CO1)C3=*
BGC0001662,
BGC0002356,
BGC0000700,C1CCC(OC2CCCCO2)CC1
BGC0000700,C1CCC(OC2CCCCO2)CC1
BGC0001433,C1=NCCCC1
BGC0001433,*=C1C=Cc2ncccc21
BGC0001433,*=C1C=Cc2ncccc21
BGC0001433,*=C1C=CC2NCCCC12
BGC0001433,*=C1C=CC2NCCCC12
BGC0001433,*=C1C=CC2NCCCC12
BGC0001433,C1CCNCC1
BGC0001296,C1=NCCCC1
BGC0001296,*=C1C=CC2=C1C(=*)CCN2
BGC0000676,C1CCC2C(C1)CCC1CC3CCCC12C3
BGC0000676,C1CCC2C(C1)CCC1CC3CCCC12C3
BGC0000379,*=C1CNC(=*)CNC(=*)CNC(=*)CNC(=*)C2CCCCN2C(=*)CCNC(=*)C2CCCN2C(=*)CNC(=*)CNC(=*)CN1
BGC0000177,*=C1CCCC(=*)N1
BGC0000177,*=C(CCCC1CC(=*)NC(=*)C1)CC1C=CCCCC=CCCC=CC(=*)O1
BGC0000177,*=C1CCCC(=*)N1
BGC0000177,*=C(CC=CC1CCCC=CCCC=CC(=*)O1)CCCC1CC(=*)NC(=*)C1
BGC0000177,*=C1CCCC(=*)N1
BGC0000383,*=C1C=CCNC(=*)CCCCCN1
BGC0001230,*=C1CCOC(=*)CNC(=*)CNC(=*)C(Cc2ccccc2)NC(=*)C(c2ccccc2)NC(=*)CN1
BGC0001230,*=C1CCOC(=*)CNC(=*)CNC(=*)C(Cc2ccccc2)NC(=*)C(c2ccccc2)NC(=*)CN1
BGC0001230,*=C1C=CCCOc2ccc(cc2)C2NC(=*)CNC(=*)CCOC(=*)C(COC(=*)CN1)NC(=*)CNC(=*)C(Cc1ccccc1)NC2=*
BGC0001230,*=C1C=CC2(COc3ccc(cc3)C3NC(=*)CNC(=*)CCOC(=*)C(COC(=*)CN1)NC(=*)CNC(=*)C(Cc1ccccc1)NC3=*)CO2
BGC0001230,*=C1C=CC2(COc3ccc(cc3)C3NC(=*)CNC(=*)CCOC(=*)C(COC(=*)CN1)NC(=*)CNC(=*)C(Cc1ccccc1)NC3=*)CO2
BGC0001230,*=C1C=CCCOc2ccc(cc2)C2NC(=*)CNC(=*)CCOC(=*)C(COC(=*)CN1)NC(=*)CNC(=*)C(Cc1ccccc1)NC2=*
BGC0000046,C(=CC1CO1)C1CO1
BGC0001751,*=C1NC(=*)C2=C1CCC1=C2CCCC1
BGC0001751,*=C1NC(=*)C2=C1CCC1=C2CCCC1
BGC0001269,*=C1CC23CC1CCC2C12CCCC(C(=*)O1)C2C3
BGC0001269,*=C1CC23CC1CCC2C12C=CCC(C(=*)O1)C2C3
BGC0001822,*=C1CCOC(=*)CNC(=*)CNC(=*)C2CCCCN2C(=*)C(=*)NC(=*)C2CSC(=N2)C2CCN2C(=*)CNC(=*)CN1
BGC0000250,*=C1c2ccccc2C(=*)c2cc3c(cc21)CCCC3
BGC0001142,*=C1OC2(CC1n1cnc3ccccc3c1=*)c1ccccc1N1C(=*)CNC12
BGC0000119,*=C(OCC1CCCC1Nc1ccccc1)c1ccccc1
BGC0001469,*=C1CNC(=*)C(Cc2ccccc2)NC(=*)C2CSC(=N2)c2csc(n2)-c2csc(n2)-c2csc(n2)CN1
BGC0000110,*=c1ccoc(C2CC3(CO2)C2C=CC=CC2C3c2ccccc2)c1
BGC0000110,*=c1ccoc(C2CC(=CC=CC=CC=Cc3ccccc3)CO2)c1
BGC0000110,*=c1ccoc(C2CC(=Cc3ccccc3)CO2)c1
BGC0000110,*=c1ccoc(C2CC3(CO2)C2C=CC=CC2C3c2ccccc2)c1
BGC0001652,*=C1CC2CNc3ccccc3C(=*)N2C1
BGC0001652,*=C1Nc2ccccc2C(=*)N2C=CCC12
BGC0001652,*=c1c2ccccc2ncc2cccn12
BGC0001652,*=C1c2ccccc2N=CC2CC=CN12
BGC0001652,*=C1CC2C=Nc3ccccc3C(=*)N2C1
BGC0000399,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0000399,*=C1CCOC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CNC(=*)CN1
BGC0001712,c1ccc2c(-c3ccc(-c4c[nH]c5ccccc45)cc3)c[nH]c2c1
BGC0002348,*=C1OC(=Cc2ccccc2)C=C1c1ccccc1
BGC0001074,*=C1c2ccccc2C(=*)c2cc3c(cc21)C(OC1CCC(OC2CCC(OC4CCCCO4)CO2)CO1)CCC3OC1CCC(OC2CCC(OC3CCCCO3)CO2)CO1
BGC0001014,c1ccc(C2=NC(C3NC(CCC4=NCCS4)CS3)CS2)cc1
BGC0001782,c1ccc2c(-c3c[nH]cc3-c3c[nH]c4ccccc34)c[nH]c2c1
BGC0001782,c1ccc2c(c1)NC1c3[nH]c4ccccc4c3-c3c[nH]cc3C21
BGC0001782,C1=Nc2ccccc2C12c1c[nH]cc1-c1c[nH]c3cccc2c13
BGC0001782,c1ccc2c(c1)NC1c3[nH]c4ccccc4c3-c3c[nH]cc3C21
BGC0001782,c1ccc2c(c1)NCC2c1c[nH]cc1-c1c[nH]c2ccccc12
BGC0001782,c1ccc2c(c1)NCC21c2c[nH]cc2-c2c1[nH]c1ccccc21
BGC0001782,c1ccc2c(-c3c[nH]cc3-c3c[nH]c4ccccc34)c[nH]c2c1
BGC0001782,c1ccc2c(c1)NCC21c2c[nH]cc2-c2c1[nH]c1ccccc21
BGC0001782,c1ccc2c(-c3c[nH]cc3-c3c[nH]c4ccccc34)c[nH]c2c1
BGC0001782,c1ccc2c(c1)NC1c3[nH]c4ccccc4c3-c3c[nH]cc3C21
BGC0001782,c1ccc2c(c1)NC1c3[nH]c4ccccc4c3-c3c[nH]cc3C21
BGC0001782,c1ccc2c(c1)NCC21c2c[nH]cc2-c2c1[nH]c1ccccc21
BGC0001782,c1ccc2c(-c3c[nH]cc3-c3c[nH]c4ccccc34)c[nH]c2c1
BGC0001661,*=C1c2ccccc2C(=*)c2c1cc(C1CCCCO1)c1ccccc21
BGC0001413,*=C(Nc1ccc(C(=*)Nc2ccccc2)cc1)c1ccccc1
BGC0001413,*=C(CNC(=*)c1ccc(NC(=*)c2ccccc2)cc1)Nc1ccc(C(=*)Nc2ccc(C(=*)Nc3ccccc3)cc2)cc1
BGC0001413,*=C(CCNC(=*)c1ccc(NC(=*)c2ccccc2)cc1)Nc1ccc(C(=*)Nc2ccc(C(=*)Nc3ccccc3)cc2)cc1
BGC0000222,*=C1OCCc2cc3c(cc21)-c1cc2c(=*)c4cc(OC5CCC(OC6CCC(OC7CCCCO7)CO6)CO5)ccc4oc2cc1CC3
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0001344,*=C(CNC(=*)C1CCCCN1)NCCCc1nc(C(=*)NCCc2ccccc2)cs1
BGC0000069,C1CO1
BGC0001472,*=C1CNC(=*)c2csc(n2)-c2cccnc2-c2coc(n2)C(=*)NC(=*)C(=*)NC(=*)c2coc(n2)C(=*)NC(=*)CNC(=*)C(=*)NC(=*)c2coc(n2)C(=*)N1
BGC0002363,*=C1CNC(=*)c2csc(n2)-c2cccnc2-c2coc(n2)C(=*)NC(=*)C(=*)NC(=*)c2coc(n2)C(=*)NC(=*)CNC(=*)C(=*)NC(=*)c2coc(n2)C(=*)N1
BGC0002363,*=C1CNC(=*)c2csc(n2)-c2cccnc2-c2coc(n2)C(=*)NC(=*)C(=*)NC(=*)c2coc(n2)C(=*)NC(=*)CNC(=*)C(=*)NC(=*)c2coc(n2)C(=*)N1
BGC0002363,*=C(CNC(=*)C(=*)NC(=*)c1cocn1)NC(=*)c1nc(C(=*)NC(=*)C(=*)NC(=*)c2nc(-c3ncccc3-c3nccs3)co2)co1
BGC0002363,*=C(CNC(=*)C(=*)NC(=*)c1cocn1)NC(=*)c1nc(C(=*)NC(=*)C(=*)NC(=*)c2nc(-c3ncccc3-c3nccs3)co2)co1
BGC0001544,*=c1cc(-c2ccccc2)oc2ccccc12
BGC0000428,*=C1c2cc(OC3CCCCO3)ccc2NCC2CC=CN12
BGC0001377,*=C1c2ccccc2C(=*)c2c1ccc1c2NC2C#CC=CC#CCC13OC23
BGC0000320,*=C1COC(=*)CNC(=*)COC(=*)CNC(=*)COC(=*)CNC(=*)COC(=*)CNC(=*)COC(=*)CNC(=*)COC(=*)CN1
BGC0000114,C1CCC(CC2CCCC3(CCC(C4CCC(C5CCC(C6CCCCO6)O5)O4)O3)O2)OC1
BGC0002038,C1CCC(CC2CCCC3(CCC(C4CCC(C5CCC(C6CCCCO6)O5)O4)O3)O2)OC1
BGC0002472,*=C1C2CSC(N2)C2CSC(C3CSC(c4ccccc4)=N3)N12
BGC0002472,*=C1C2CSC(N2)C2CSC(C3CSC(c4ccccc4)=N3)N12
BGC0001512,*=C1c2ccccc2Cc2cc3c(cc21)C1OC(C3)Oc2ccccc21
BGC0001366,*=C1c2ccccc2Cc2cc3c(cc21)C1OC(C3)Oc2ccccc21
BGC0001607,*=C1C=C2N(C(=*)c3cc4c5c(ccc4[nH]3)N(C(=*)c3cc4c6c(ccc4[nH]3)NCC6)CC5)CC3CC23c2cc[nH]c21
BGC0002364,c1ccccc1
